lexicon_id,cognateset_id,source_id,source
15031,1472,30,dutton2010
15030,1472,30,dutton2010
15029,1472,30,dutton2010
15037,1473,30,dutton2010
15034,1473,30,dutton2010
15035,1473,30,dutton2010
15036,1473,30,dutton2010
15038,1473,30,dutton2010
15043,1474,30,dutton2010
15040,1474,30,dutton2010
15041,1474,30,dutton2010
15042,1474,30,dutton2010
15045,1475,30,dutton2010
15046,1475,30,dutton2010
15047,1475,30,dutton2010
15048,1475,30,dutton2010
15051,1476,30,dutton2010
15050,1476,30,dutton2010
15052,1476,30,dutton2010
15057,1477,30,dutton2010
15061,1477,30,dutton2010
15060,1477,30,dutton2010
15059,1477,30,dutton2010
15055,1477,30,dutton2010
15054,1477,30,dutton2010
15056,1477,30,dutton2010
15058,1477,30,dutton2010
15065,1478,30,dutton2010
15063,1478,30,dutton2010
15064,1478,30,dutton2010
15069,1479,30,dutton2010
15071,1479,30,dutton2010
15072,1479,30,dutton2010
15073,1479,30,dutton2010
15074,1479,30,dutton2010
15068,1479,30,dutton2010
15070,1479,30,dutton2010
15077,1480,30,dutton2010
15078,1480,30,dutton2010
15076,1480,30,dutton2010
15083,1481,30,dutton2010
15081,1481,30,dutton2010
15080,1481,30,dutton2010
15082,1481,30,dutton2010
15084,1481,30,dutton2010
15086,1482,30,dutton2010
15089,1482,30,dutton2010
15088,1482,30,dutton2010
15087,1482,30,dutton2010
15096,1484,30,dutton2010
15097,1484,30,dutton2010
15098,1484,30,dutton2010
15099,1484,30,dutton2010
15105,1485,30,dutton2010
15104,1485,30,dutton2010
15101,1485,30,dutton2010
15102,1485,30,dutton2010
15103,1485,30,dutton2010
15109,1486,30,dutton2010
15107,1486,30,dutton2010
15110,1486,30,dutton2010
15108,1486,30,dutton2010
15114,1487,30,dutton2010
15112,1487,30,dutton2010
15113,1487,30,dutton2010
15115,1487,30,dutton2010
15116,1487,30,dutton2010
15117,1487,30,dutton2010
15119,1488,30,dutton2010
15123,1488,30,dutton2010
15122,1488,30,dutton2010
15121,1488,30,dutton2010
15120,1488,30,dutton2010
15129,1489,30,dutton2010
15128,1489,30,dutton2010
15127,1489,30,dutton2010
15126,1489,30,dutton2010
15125,1489,30,dutton2010
15133,1489,30,dutton2010
15132,1489,30,dutton2010
15131,1489,30,dutton2010
15130,1489,30,dutton2010
15140,1490,30,dutton2010
15135,1490,30,dutton2010
15136,1490,30,dutton2010
15137,1490,30,dutton2010
15138,1490,30,dutton2010
15139,1490,30,dutton2010
15146,1491,30,dutton2010
15145,1491,30,dutton2010
15144,1491,30,dutton2010
15143,1491,30,dutton2010
15142,1491,30,dutton2010
15147,1491,30,dutton2010
15152,1492,30,dutton2010
15151,1492,30,dutton2010
15149,1492,30,dutton2010
15150,1492,30,dutton2010
15154,1493,30,dutton2010
15155,1493,30,dutton2010
15160,1494,30,dutton2010
15158,1494,30,dutton2010
15157,1494,30,dutton2010
15159,1494,30,dutton2010
15166,1495,30,dutton2010
15162,1495,30,dutton2010
15163,1495,30,dutton2010
15164,1495,30,dutton2010
15165,1495,30,dutton2010
15167,1495,30,dutton2010
15168,1495,30,dutton2010
15172,1496,30,dutton2010
15177,1496,30,dutton2010
15176,1496,30,dutton2010
15175,1496,30,dutton2010
15174,1496,30,dutton2010
15173,1496,30,dutton2010
15170,1496,30,dutton2010
15171,1496,30,dutton2010
15185,1497,30,dutton2010
15184,1497,30,dutton2010
15183,1497,30,dutton2010
15182,1497,30,dutton2010
15181,1497,30,dutton2010
15180,1497,30,dutton2010
15179,1497,30,dutton2010
15192,1498,30,dutton2010
15187,1498,30,dutton2010
15188,1498,30,dutton2010
15189,1498,30,dutton2010
15190,1498,30,dutton2010
15191,1498,30,dutton2010
15193,1498,30,dutton2010
15198,1499,30,dutton2010
15199,1499,30,dutton2010
15196,1499,30,dutton2010
15200,1499,30,dutton2010
15201,1499,30,dutton2010
15195,1499,30,dutton2010
15197,1499,30,dutton2010
15206,1500,30,dutton2010
15207,1500,30,dutton2010
15205,1500,30,dutton2010
15204,1500,30,dutton2010
15203,1500,30,dutton2010
15210,1501,30,dutton2010
15209,1501,30,dutton2010
15211,1501,30,dutton2010
15212,1501,30,dutton2010
15213,1501,30,dutton2010
15214,1501,30,dutton2010
15220,1502,30,dutton2010
15216,1502,30,dutton2010
15217,1502,30,dutton2010
15218,1502,30,dutton2010
15219,1502,30,dutton2010
15228,1503,30,dutton2010
15227,1503,30,dutton2010
15226,1503,30,dutton2010
15225,1503,30,dutton2010
15224,1503,30,dutton2010
15223,1503,30,dutton2010
15222,1503,30,dutton2010
15234,1504,30,dutton2010
15233,1504,30,dutton2010
15232,1504,30,dutton2010
15231,1504,30,dutton2010
15230,1504,30,dutton2010
15240,1505,30,dutton2010
15242,1505,30,dutton2010
15236,1505,30,dutton2010
15241,1505,30,dutton2010
15237,1505,30,dutton2010
15238,1505,30,dutton2010
15239,1505,30,dutton2010
15246,1506,30,dutton2010
15244,1506,30,dutton2010
15245,1506,30,dutton2010
15247,1506,30,dutton2010
15248,1506,30,dutton2010
15249,1506,30,dutton2010
15260,1507,30,dutton2010
15251,1507,30,dutton2010
15252,1507,30,dutton2010
15253,1507,30,dutton2010
15254,1507,30,dutton2010
15255,1507,30,dutton2010
15256,1507,30,dutton2010
15257,1507,30,dutton2010
15258,1507,30,dutton2010
15259,1507,30,dutton2010
15264,1508,30,dutton2010
15262,1508,30,dutton2010
15263,1508,30,dutton2010
15265,1508,30,dutton2010
15272,1509,30,dutton2010
15274,1509,30,dutton2010
15273,1509,30,dutton2010
15271,1509,30,dutton2010
15270,1509,30,dutton2010
15269,1509,30,dutton2010
15268,1509,30,dutton2010
15267,1509,30,dutton2010
15277,1510,30,dutton2010
15278,1510,30,dutton2010
15276,1510,30,dutton2010
15282,1511,30,dutton2010
15283,1511,30,dutton2010
15280,1511,30,dutton2010
15281,1511,30,dutton2010
15287,1512,30,dutton2010
15285,1512,30,dutton2010
15286,1512,30,dutton2010
15289,1512,30,dutton2010
15288,1512,30,dutton2010
15291,1513,30,dutton2010
15295,1513,30,dutton2010
15292,1513,30,dutton2010
15294,1513,30,dutton2010
15293,1513,30,dutton2010
15298,1514,30,dutton2010
15297,1514,30,dutton2010
15299,1514,30,dutton2010
15300,1514,30,dutton2010
15302,1515,30,dutton2010
15306,1515,30,dutton2010
15305,1515,30,dutton2010
15304,1515,30,dutton2010
15303,1515,30,dutton2010
15309,1516,30,dutton2010
15312,1516,30,dutton2010
15311,1516,30,dutton2010
15308,1516,30,dutton2010
15310,1516,30,dutton2010
15315,1517,30,dutton2010
15314,1517,30,dutton2010
15316,1517,30,dutton2010
15320,1518,30,dutton2010
15322,1518,30,dutton2010
15321,1518,30,dutton2010
15318,1518,30,dutton2010
15319,1518,30,dutton2010
15327,1519,30,dutton2010
15324,1519,30,dutton2010
15325,1519,30,dutton2010
15326,1519,30,dutton2010
15328,1519,30,dutton2010
15340,1521,30,dutton2010
15339,1521,30,dutton2010
15338,1521,30,dutton2010
15343,1522,30,dutton2010
15342,1522,30,dutton2010
15345,1523,30,dutton2010
15347,1523,30,dutton2010
15346,1523,30,dutton2010
15350,1524,30,dutton2010
15349,1524,30,dutton2010
15352,1525,30,dutton2010
15353,1525,30,dutton2010
15354,1525,30,dutton2010
15357,1526,30,dutton2010
15358,1526,30,dutton2010
15356,1526,30,dutton2010
15365,1528,30,dutton2010
15366,1528,30,dutton2010
15371,1529,30,dutton2010
15368,1529,30,dutton2010
15369,1529,30,dutton2010
15370,1529,30,dutton2010
15373,1530,30,dutton2010
15374,1530,30,dutton2010
15378,1531,30,dutton2010
15377,1531,30,dutton2010
15376,1531,30,dutton2010
15380,1532,30,dutton2010
15382,1532,30,dutton2010
15381,1532,30,dutton2010
15386,1533,30,dutton2010
15384,1533,30,dutton2010
15385,1533,30,dutton2010
15391,1534,30,dutton2010
15388,1534,30,dutton2010
15389,1534,30,dutton2010
15390,1534,30,dutton2010
15395,1535,30,dutton2010
15393,1535,30,dutton2010
15394,1535,30,dutton2010
15398,1536,30,dutton2010
