Language,Taxon,Glottocode,Family,Clade,Classification,Latitude,Longitude
wagi-foran,wagi-foran_sp2011,wagi1249,Nuclear Trans New Guinea,TNG.Madang.Croiselles,nucl1709/mada1298/croi1234/mabu1247/hans1243/garu1247,-5.17834,145.726
wagi-kamba,wagi-kamba_sp2011,wagi1249,Nuclear Trans New Guinea,TNG.Madang.Croiselles,nucl1709/mada1298/croi1234/mabu1247/hans1243/garu1247,-5.17834,145.726
wagi-mis,wagi-mis_sp2011,wagi1249,Nuclear Trans New Guinea,TNG.Madang.Croiselles,nucl1709/mada1298/croi1234/mabu1247/hans1243/garu1247,-5.17834,145.726
wagi-silibob,wagi-silibob_sp2011,wagi1249,Nuclear Trans New Guinea,TNG.Madang.Croiselles,nucl1709/mada1298/croi1234/mabu1247/hans1243/garu1247,-5.17834,145.726
walak,walak_b67,wala1269,Nuclear Trans New Guinea,TNG.Dani,nucl1709/dani1287/cent2233/gran1246/wala1275,-3.8238,138.84
wamas,wamas_z80m,wama1247,Nuclear Trans New Guinea,TNG.Madang.Croiselles,nucl1709/mada1298/croi1234/mabu1247/hans1243/wama1249,-4.97757,145.541
wambon,wambon_h2009,wamb1259,Nuclear Trans New Guinea,TNG.Awyu-Ok,nucl1709/cent2116/awyu1265/grea1275/awyu1263/dumu1247/ketu1239,-5.44334,140.48
wambon,wambon_mv70,wamb1259,Nuclear Trans New Guinea,TNG.Awyu-Ok,nucl1709/cent2116/awyu1265/grea1275/awyu1263/dumu1247/ketu1239,-5.44334,140.48
wambon,wambon_v75,wamb1259,Nuclear Trans New Guinea,TNG.Awyu-Ok,nucl1709/cent2116/awyu1265/grea1275/awyu1263/dumu1247/ketu1239,-5.44334,140.48
wambon,wambon_v00,wamb1259,Nuclear Trans New Guinea,TNG.Awyu-Ok,nucl1709/cent2116/awyu1265/grea1275/awyu1263/dumu1247/ketu1239,-5.44334,140.48
wambon,wambon_h70,wamb1259,Nuclear Trans New Guinea,TNG.Awyu-Ok,nucl1709/cent2116/awyu1265/grea1275/awyu1263/dumu1247/ketu1239,-5.44334,140.48
wanambre,wanambre_z80n,wana1269,Nuclear Trans New Guinea,TNG.Madang.Croiselles,nucl1709/mada1298/croi1234/grea1298/nort3379/kumi1250/tibo1244,-4.78822,145.419
wanggom,wanggom_h2009,wang1299,Nuclear Trans New Guinea,TNG.Awyu-Ok,nucl1709/cent2116/awyu1265/grea1275/awyu1263/ndei1235,-5.60094,140.194
waskia,waskia_z80n,wask1241,Nuclear Trans New Guinea,TNG.Madang.Croiselles,nucl1709/mada1298/croi1234/grea1298/kowa1247,-4.57978,145.979
watiwa,watiwa_z80r,dump1243,Nuclear Trans New Guinea,TNG.Madang.RaiCoast,nucl1709/mada1298/raic1241/evap1240,-5.82002,145.655
waube,waube_z80r,kwat1244,Nuclear Trans New Guinea,TNG.Madang.RaiCoast,nucl1709/mada1298/raic1241/nuru1240,-5.53799,145.629
west-kewa,west-kewa_f75,west2599,Nuclear Trans New Guinea,TNG.Enga-Kewa-Huli,nucl1709/enga1254/kewa1249/anga1291/anga1313/kewa1250,-6.32097,143.73
west-kewa,west-kewa_franklin-and-v73,west2599,Nuclear Trans New Guinea,TNG.Enga-Kewa-Huli,nucl1709/enga1254/kewa1249/anga1291/anga1313/kewa1250,-6.32097,143.73
wiru,wiru_f75,wiru1244,Wiru,Wiru,Wiru,-6.35863,144.214
wiru,wiru_f73,wiru1244,Wiru,Wiru,Wiru,-6.35863,144.214
yaben,yaben_z80n,yabe1255,Nuclear Trans New Guinea,TNG.Madang.Croiselles,nucl1709/mada1298/croi1234/grea1298/nort3379/numu1240/kari1319,-4.90868,145.361
yabong,yabong_z80r,yabo1240,Nuclear Trans New Guinea,TNG.Madang.RaiCoast,nucl1709/mada1298/raic1241/yaga1258,-5.61718,146.2065
yagaria,yagaria_s78,yaga1260,Nuclear Trans New Guinea,TNG.Kainantu-Goroka,nucl1709/kain1273/goro1272/nucl1760/nucl1756/kama1374,-6.32432,145.388
yagaria-hira,yagaria-hira_sil-2000c,hira1246,Nuclear Trans New Guinea,TNG.Kainantu-Goroka,nucl1709/kain1273/goro1272/nucl1760/nucl1756/kama1374/yaga1260,,
yagaria-hira,yagaria-hira_sil-2000,hira1246,Nuclear Trans New Guinea,TNG.Kainantu-Goroka,nucl1709/kain1273/goro1272/nucl1760/nucl1756/kama1374/yaga1260,,
yali-angguruk,yali-angguruk_b67,angg1239,Nuclear Trans New Guinea,TNG.Dani,nucl1709/dani1287/ngal1299/yali1257,-4.0836,139.457
yangulam,yangulam_z80r,yang1298,Nuclear Trans New Guinea,TNG.Madang.RaiCoast,nucl1709/mada1298/raic1241/nuru1240,-5.52697,145.858
yaqay,yaqay_mv70,yaqa1246,Anim,Anim,anim1240/mari1437/yaqa1245,-6.66632,139.249
yaqay,yaqay_v75,yaqa1246,Anim,Anim,anim1240/mari1437/yaqa1245,-6.66632,139.249
yaqay,yaqay_v71,yaqa1246,Anim,Anim,anim1240/mari1437/yaqa1245,-6.66632,139.249
yaqay-kogo,yaqay-kogo_kl2010,yaqa1246,Anim,Anim,anim1240/mari1437/yaqa1245,-6.66632,139.249
yaqay-kotup,yaqay-kotup_kl2010,yaqa1246,Anim,Anim,anim1240/mari1437/yaqa1245,-6.66632,139.249
yaqay-wairu,yaqay-wairu_kl2010,yaqa1246,Anim,Anim,anim1240/mari1437/yaqa1245,-6.66632,139.249
yaqay-wanggate,yaqay-wanggate_kl2010,yaqa1246,Anim,Anim,anim1240/mari1437/yaqa1245,-6.66632,139.249
yarawata,yarawata_z80n,yara1250,Nuclear Trans New Guinea,TNG.Madang.Croiselles,nucl1709/mada1298/croi1234/grea1298/nort3379/numu1240/yara1256,-4.93943,145.454
yaweyuha,yaweyuha_s78,yawe1241,Nuclear Trans New Guinea,TNG.Kainantu-Goroka,nucl1709/kain1273/goro1272/nucl1760/nucl1756,-6.1868,145.359
yaweyuha,yaweyuha_sil-1965b,yawe1241,Nuclear Trans New Guinea,TNG.Kainantu-Goroka,nucl1709/kain1273/goro1272/nucl1760/nucl1756,-6.1868,145.359
yekora,yekora_mv70,yeko1240,Nuclear Trans New Guinea,TNG.GreaterBinanderean,nucl1709/bina1276/bina1279,-7.86248,147.463
yekora,yekora_sm2011,yeko1240,Nuclear Trans New Guinea,TNG.GreaterBinanderean,nucl1709/bina1276/bina1279,-7.86248,147.463
yekora,yekora_w69,yeko1240,Nuclear Trans New Guinea,TNG.GreaterBinanderean,nucl1709/bina1276/bina1279,-7.86248,147.463
yenimu,yenimu_mv70,sout2941,Nuclear Trans New Guinea,TNG.Awyu-Ok,nucl1709/cent2116/awyu1265/grea1275/awyu1263/awyu1264,-7.36301,139.538
yenimu,yenimu_h70,sout2941,Nuclear Trans New Guinea,TNG.Awyu-Ok,nucl1709/cent2116/awyu1265/grea1275/awyu1263/awyu1264,-7.36301,139.538
yoidik,yoidik_z80m,yoid1240,Nuclear Trans New Guinea,TNG.Madang.Croiselles,nucl1709/mada1298/croi1234/mabu1247/hans1243/remp1242,-4.94044,145.758
zia,zia_mv70,ziaa1250,Nuclear Trans New Guinea,TNG.GreaterBinanderean,nucl1709/bina1276/bina1279/nort2909,-7.95814,147.579
zia,zia_sm2011,ziaa1250,Nuclear Trans New Guinea,TNG.GreaterBinanderean,nucl1709/bina1276/bina1279/nort2909,-7.95814,147.579
zia,zia_w69,ziaa1250,Nuclear Trans New Guinea,TNG.GreaterBinanderean,nucl1709/bina1276/bina1279/nort2909,-7.95814,147.579
zimakani,zimakani_mr18,zima1244,Anim,Anim,anim1240/mari1437/boaz1244,-7.3701,141.452
zimakani,zimakani_v70,zima1244,Anim,Anim,anim1240/mari1437/boaz1244,-7.3701,141.452
zimakani-begua,zimakani-begua_mv70,bagw1238,Anim,Anim,anim1240/mari1437/boaz1244/zima1244,,
zimakani-begua,zimakani-begua_v70,bagw1238,Anim,Anim,anim1240/mari1437/boaz1244/zima1244,,
zimakani-south-boazi,zimakani-south-boazi_v70,zima1244,Anim,Anim,anim1240/mari1437/boaz1244,-7.3701,141.452
