1 ('abaga_sil-1966', '2009_DOG') 2
2445 ('ewage-notu_mcelhanon_and_voorhoeve1970', '1343_SUN') 2
2446 ('ewage-notu_smallhorn-2011', '1035_GOOD') 2
2447 ('ewage-notu_smallhorn-2011', '1202_BIG') 2
2448 ('ewage-notu_smallhorn-2011', '1205_TONGUE') 5
2449 ('ewage-notu_smallhorn-2011', '1216_MOTHER') 4
2450 ('ewage-notu_smallhorn-2011', '1217_FATHER') 3
2451 ('ewage-notu_smallhorn-2011', '1221_NOSE') 2
2452 ('ewage-notu_smallhorn-2011', '1246_SMALL') 3
2453 ('ewage-notu_smallhorn-2011', '1247_EAR') 2
2454 ('ewage-notu_smallhorn-2011', '1248_EYE') 2
2455 ('ewage-notu_smallhorn-2011', '1251_BELLY') 2
2456 ('ewage-notu_smallhorn-2011', '1256_HEAD') 3
2457 ('ewage-notu_smallhorn-2011', '1262_BROTHER') 2
2458 ('ewage-notu_smallhorn-2011', '1280_FALL') 2
2459 ('ewage-notu_smallhorn-2011', '1287_COLD') 2
2460 ('ewage-notu_smallhorn-2011', '1292_BAD') 2
2461 ('ewage-notu_smallhorn-2011', '1295_STICK') 5
2462 ('ewage-notu_smallhorn-2011', '1335_WHITE') 2
2463 ('ewage-notu_smallhorn-2011', '1336_EAT') 2
2464 ('ewage-notu_smallhorn-2011', '1337_PIG') 2
2465 ('ewage-notu_smallhorn-2011', '1343_SUN') 4
2466 ('ewage-notu_smallhorn-2011', '1380_TOOTH') 2
2467 ('ewage-notu_smallhorn-2011', '1394_BONE') 2
2468 ('ewage-notu_smallhorn-2011', '1402_BREAST') 2
2469 ('ewage-notu_smallhorn-2011', '1403_BITE') 2
2470 ('ewage-notu_smallhorn-2011', '1406_FAR') 3
2471 ('ewage-notu_smallhorn-2011', '1408_HEAR') 2
2472 ('ewage-notu_smallhorn-2011', '1409_SEE') 2
2473 ('ewage-notu_smallhorn-2011', '1416_SIT') 2
2474 ('ewage-notu_smallhorn-2011', '1433_HIT') 3
2475 ('ewage-notu_smallhorn-2011', '1442_STAND') 4
2476 ('ewage-notu_smallhorn-2011', '1446_COME') 3
2477 ('ewage-notu_smallhorn-2011', '1482_SHOULDER') 2
2478 ('ewage-notu_smallhorn-2011', '1489_CLOUD') 3
2479 ('ewage-notu_smallhorn-2011', '1585_SLEEP') 2
2480 ('ewage-notu_smallhorn-2011', '159_SWEET_POTATO') 2
2481 ('ewage-notu_smallhorn-2011', '1623_SPEAK') 2
2482 ('ewage-notu_smallhorn-2011', '1629_faceforehead') 3
2483 ('ewage-notu_smallhorn-2011', '1645_SHORT') 2
2484 ('ewage-notu_smallhorn-2011', '1726_WET') 2
2485 ('ewage-notu_smallhorn-2011', '1786_DRY_UP') 2
2486 ('ewage-notu_smallhorn-2011', '1839_CRY') 2
2487 ('ewage-notu_smallhorn-2011', '189_HAIR_BODY') 3
2488 ('ewage-notu_smallhorn-2011', '2098_FOOT_OR_LEG') 3
2489 ('ewage-notu_smallhorn-2011', '2101_BE_DEAD_OR_DIE') 2
2490 ('ewage-notu_smallhorn-2011', '2108_RAINING_OR_RAIN') 3
2491 ('ewage-notu_smallhorn-2011', '2121_ARM_OR_HAND') 5
2492 ('ewage-notu_smallhorn-2011', '221_FIRE') 2
2493 ('ewage-notu_smallhorn-2011', '2272_HOT_OR_WARM') 3
2494 ('ewage-notu_smallhorn-2011', '586_GARDEN') 2
2495 ('ewage-notu_smallhorn-2011', '628_LEAF') 2
2496 ('ewage-notu_smallhorn-2011', '646_ASH') 3
2497 ('ewage-notu_smallhorn-2011', '670_ROOT') 2
2498 ('ewage-notu_smallhorn-2011', '671_SAND') 2
2499 ('ewage-notu_smallhorn-2011', '674_MOUTH') 2
2500 ('ewage-notu_smallhorn-2011', '700_CARRY') 2
2501 ('ewage-notu_smallhorn-2011', '714_SEED') 2
2502 ('ewage-notu_smallhorn-2011', '725_OLD_PERSON') 3
2503 ('ewage-notu_smallhorn-2011', '744_EGG') 3
2504 ('ewage-notu_smallhorn-2011', '763_SKIN') 3
2505 ('ewage-notu_smallhorn-2011', '778_SMOKE_EXHAUST') 3
2506 ('ewage-notu_smallhorn-2011', '834_BUTTOCKS') 2
2507 ('ewage-notu_smallhorn-2011', '867_backofhand') 4
2508 ('ewage-notu_smallhorn-2011', '868_BANANA') 2
2509 ('ewage-notu_smallhorn-2011', '906_TREE') 2
2510 ('ewage-notu_smallhorn-2011', '937_BIRD') 3
2511 ('ewage-notu_smallhorn-2011', '946_BLOOD') 2
2512 ('ewage-notu_smallhorn-2011', '962_WOMAN') 3
2513 ('ewage-notu_wilson-1969', '1247_EAR') 2
2514 ('ewage-notu_wilson-1969', '906_TREE') 2
2515 ('faita_zgraggen-1980-sadelbert', '1216_MOTHER') 2
2516 ('faita_zgraggen-1980-sadelbert', '1217_FATHER') 2
2517 ('faita_zgraggen-1980-sadelbert', '1220_TAIL') 2
2518 ('faita_zgraggen-1980-sadelbert', '1258_FINGERNAIL') 2
2519 ('faita_zgraggen-1980-sadelbert', '1295_STICK') 2
2520 ('faita_zgraggen-1980-sadelbert', '1318_CHICKEN') 2
2521 ('faita_zgraggen-1980-sadelbert', '1335_WHITE') 2
2522 ('faita_zgraggen-1980-sadelbert', '1402_BREAST') 2
2523 ('faita_zgraggen-1980-sadelbert', '1442_STAND') 2
2524 ('faita_zgraggen-1980-sadelbert', '146_SUGAR_CANE') 2
2525 ('faita_zgraggen-1980-sadelbert', '1786_DRY_UP') 2
2526 ('faita_zgraggen-1980-sadelbert', '2092_HIS_OR_HER') 2
2527 ('faita_zgraggen-1980-sadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
2528 ('faita_zgraggen-1980-sadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
2529 ('faita_zgraggen-1980-sadelbert', '2457_PATH_OR_ROAD') 2
2530 ('faita_zgraggen-1980-sadelbert', '2708_TALK') 2
2531 ('faita_zgraggen-1980-sadelbert', '351_TARO') 2
2532 ('faita_zgraggen-1980-sadelbert', '410_YAM') 2
2533 ('faita_zgraggen-1980-sadelbert', '470_POSSUM') 2
2534 ('faita_zgraggen-1980-sadelbert', '586_GARDEN') 2
2535 ('faita_zgraggen-1980-sadelbert', '646_ASH') 2
2536 ('faita_zgraggen-1980-sadelbert', '677_AXE') 2
2537 ('faita_zgraggen-1980-sadelbert', '700_CARRY') 2
2538 ('faita_zgraggen-1980-sadelbert', '725_OLD_PERSON') 2
2539 ('faita_zgraggen-1980-sadelbert', '908_DRUM') 2
2540 ('faita_zgraggen-1980-sadelbert', '962_WOMAN') 2
2541 ('faita_zgraggen-1980-sadelbert', '970_COCONUT') 2
2542 ('faita_zgraggen-1980-sadelbert', '977_ARROW') 4
2543 ('faiwol-dimtikin_van-cott-and-spencer-2010', '1220_TAIL') 2
2544 ('faiwol-dimtikin_van-cott-and-spencer-2010', '1493_ONE') 2
2545 ('faiwol-dimtikin_van-cott-and-spencer-2010', '1498_TWO') 2
2546 ('faiwol-dimtikin_van-cott-and-spencer-2010', '1500_FOUR') 2
2547 ('faiwol-dimtikin_van-cott-and-spencer-2010', '2098_FOOT_OR_LEG') 2
2548 ('faiwol-dimtikin_van-cott-and-spencer-2010', '492_THREE') 2
2549 ('faiwol-dimtikin_van-cott-and-spencer-2010', '493_FIVE') 2
2550 ('faiwol-dimtikin_van-cott-and-spencer-2010', '72_CLAW') 2
2551 ('faiwol-dimtikin_van-cott-and-spencer-2010', '778_SMOKE_EXHAUST') 2
2552 ('faiwol-lowbip_van-cott-and-spencer-2010', '1220_TAIL') 2
2553 ('faiwol-lowbip_van-cott-and-spencer-2010', '1236_WHAT') 2
2554 ('faiwol-lowbip_van-cott-and-spencer-2010', '1352_KNIFE') 3
2555 ('faiwol-lowbip_van-cott-and-spencer-2010', '1424_YELLOW') 2
2556 ('faiwol-lowbip_van-cott-and-spencer-2010', '2098_FOOT_OR_LEG') 2
2557 ('faiwol-lowbip_van-cott-and-spencer-2010', '677_AXE') 2
2558 ('faiwol-selbang_van-cott-and-spencer-2010', '1269_NO') 2
2559 ('faiwol-selbang_van-cott-and-spencer-2010', '1430_STAR') 2
2560 ('faiwol-selbang_van-cott-and-spencer-2010', '2098_FOOT_OR_LEG') 2
2561 ('faiwol-selbang_van-cott-and-spencer-2010', '646_ASH') 2
2562 ('faiwol_mcelhanon_and_voorhoeve1970', '1142_URINE') 2
2563 ('faiwol_mcelhanon_and_voorhoeve1970', '1209_I') 2
2564 ('faiwol_mcelhanon_and_voorhoeve1970', '1212_WE') 2
2565 ('faiwol_mcelhanon_and_voorhoeve1970', '1256_HEAD') 2
2566 ('faiwol_mcelhanon_and_voorhoeve1970', '1394_BONE') 2
2567 ('faiwol_mcelhanon_and_voorhoeve1970', '2098_FOOT_OR_LEG') 2
2568 ('faiwol_mcelhanon_and_voorhoeve1970', '2121_ARM_OR_HAND') 3
2569 ('faiwol_mcelhanon_and_voorhoeve1970', '2304_THEE_OBLIQUE_CASE_OF_YOU') 3
2570 ('faiwol_mcelhanon_and_voorhoeve1970', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
2571 ('fasu_franklin-and-voorhoeve-1973', '1371_KNEE') 2
2572 ('fasu_franklin1975', '1209_I') 2
2573 ('fasu_franklin1975', '1212_WE') 2
2574 ('fasu_franklin1975', '1215_THOU') 2
2575 ('fasu_franklin1975', '262_HE_OR_SHE_OR_IT') 2
2576 ('fasu_franklin1975', '817_THEY') 4
2577 ('fasu_mcelhanon_and_voorhoeve1970', '2121_ARM_OR_HAND') 2
2578 ('fasu_mcelhanon_and_voorhoeve1970', '778_SMOKE_EXHAUST') 2
2579 ('fataluku_fataluku-language-project', '1203_LONG') 2
2580 ('fataluku_fataluku-language-project', '1210_HEAVY') 2
2581 ('fataluku_fataluku-language-project', '1269_NO') 2
2582 ('fataluku_fataluku-language-project', '1401_DRINK') 2
2583 ('fataluku_fataluku-language-project', '1409_SEE') 3
2584 ('fataluku_fataluku-language-project', '1416_SIT') 2
2585 ('fataluku_fataluku-language-project', '1419_FEAR_BE_AFRAID') 2
2586 ('fataluku_fataluku-language-project', '1442_STAND') 2
2587 ('fataluku_fataluku-language-project', '1786_DRY_UP') 4
2588 ('fataluku_fataluku-language-project', '1942_NEAR') 6
2589 ('fataluku_fataluku-language-project', '78_THAT') 2
2590 ('fataluku_fataluku-language-project', '937_BIRD') 2
2591 ('fayu-sehudate_clouse-1997', '189_HAIR_BODY') 2
2592 ('fayu_clouse-1997', '1231_NEW') 2
2593 ('fayu_clouse-1997', '1269_NO') 2
2594 ('fayu_clouse-1997', '175_BLOW_OF_WIND') 2
2595 ('fayu_clouse-1997', '2103_PAINFUL_OR_SICK') 2
2596 ('fayu_clouse-1997', '2457_PATH_OR_ROAD') 2
2597 ('fayu_clouse-1997', '977_ARROW') 2
2598 ('finongan_mcelhanon_and_voorhoeve1970', '1371_KNEE') 2
2599 ('fore_scott1978', '1035_GOOD') 2
2600 ('fore_scott1978', '1174_YESTERDAY') 2
2601 ('fore_scott1978', '1198_MANY') 3
2602 ('fore_scott1978', '1202_BIG') 2
2603 ('fore_scott1978', '1203_LONG') 3
2604 ('fore_scott1978', '1209_I') 2
2605 ('fore_scott1978', '1212_WE') 2
2606 ('fore_scott1978', '1220_TAIL') 2
2607 ('fore_scott1978', '1231_NEW') 3
2608 ('fore_scott1978', '1233_NIGHT') 2
2609 ('fore_scott1978', '1236_WHAT') 2
2610 ('fore_scott1978', '1240_NOT') 2
2611 ('fore_scott1978', '1247_EAR') 2
2612 ('fore_scott1978', '1252_HOUSE') 2
2613 ('fore_scott1978', '1268_YES') 3
2614 ('fore_scott1978', '1269_NO') 2
2615 ('fore_scott1978', '1280_FALL') 2
2616 ('fore_scott1978', '1287_COLD') 3
2617 ('fore_scott1978', '1295_STICK') 2
2618 ('fore_scott1978', '1333_NECK') 2
2619 ('fore_scott1978', '1335_WHITE') 3
2620 ('fore_scott1978', '1355_LAUGH') 2
2621 ('fore_scott1978', '1366_BOY') 2
2622 ('fore_scott1978', '1371_KNEE') 2
2623 ('fore_scott1978', '1392_LOUSE') 2
2624 ('fore_scott1978', '1395_ROUND') 2
2625 ('fore_scott1978', '1424_YELLOW') 2
2626 ('fore_scott1978', '1429_FULL') 2
2627 ('fore_scott1978', '1430_STAR') 3
2628 ('fore_scott1978', '1433_HIT') 2
2629 ('fore_scott1978', '1442_STAND') 2
2630 ('fore_scott1978', '1458_SAY') 3
2631 ('fore_scott1978', '1489_CLOUD') 3
2632 ('fore_scott1978', '1493_ONE') 2
2633 ('fore_scott1978', '1519_RUN') 2
2634 ('fore_scott1978', '159_SWEET_POTATO') 2
2635 ('fore_scott1978', '165_WALLABY') 2
2636 ('fore_scott1978', '1726_WET') 2
2637 ('fore_scott1978', '189_HAIR_BODY') 2
2638 ('fore_scott1978', '2009_DOG') 2
2639 ('fore_scott1978', '2098_FOOT_OR_LEG') 2
2640 ('fore_scott1978', '2102_BURN') 2
2641 ('fore_scott1978', '2108_RAINING_OR_RAIN') 2
2642 ('fore_scott1978', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
2643 ('fore_scott1978', '262_HE_OR_SHE_OR_IT') 2
2644 ('fore_scott1978', '2638_FISHING') 2
2645 ('fore_scott1978', '323_FAT_ORGANIC_SUBSTANCE') 2
2646 ('fore_scott1978', '410_YAM') 2
2647 ('fore_scott1978', '492_THREE') 2
2648 ('fore_scott1978', '503_FROG') 2
2649 ('fore_scott1978', '628_LEAF') 2
2650 ('fore_scott1978', '670_ROOT') 2
2651 ('fore_scott1978', '683_PERSON') 3
2652 ('fore_scott1978', '725_OLD_PERSON') 3
2653 ('fore_scott1978', '730_SNAKE') 2
2654 ('fore_scott1978', '763_SKIN') 2
2655 ('fore_scott1978', '778_SMOKE_EXHAUST') 3
2656 ('fore_scott1978', '817_THEY') 2
2657 ('fore_scott1978', '857_STONE') 2
2658 ('fore_scott1978', '879_COUGH') 2
2659 ('fore_scott1978', '948_WATER') 2
2660 ('fore_scott1978', '974_TOBACCO') 2
2661 ('fuyug_sil-1975d', '2098_FOOT_OR_LEG') 2
2662 ('fuyug_sil-1975d', '817_THEY') 2
2663 ('fuyug_sil-1975d', '960_WIND') 2
2664 ('gadsup_scott1978', '1204_BARK') 2
2665 ('gadsup_scott1978', '1231_NEW') 2
2666 ('gadsup_scott1978', '1233_NIGHT') 2
2667 ('gadsup_scott1978', '1269_NO') 2
2668 ('gadsup_scott1978', '1371_KNEE') 2
2669 ('gadsup_scott1978', '1489_CLOUD') 2
2670 ('gadsup_scott1978', '156_RED') 2
2671 ('gadsup_scott1978', '1786_DRY_UP') 2
2672 ('gadsup_scott1978', '2098_FOOT_OR_LEG') 2
2673 ('gadsup_scott1978', '2457_PATH_OR_ROAD') 2
2674 ('gadsup_scott1978', '2638_FISHING') 2
2675 ('gadsup_scott1978', '778_SMOKE_EXHAUST') 2
2676 ('gaikundi_sil-1991', '1262_BROTHER') 2
2677 ('gaikundi_sil-1991', '1269_NO') 2
2678 ('gaikundi_sil-1991', '1287_COLD') 2
2679 ('gaikundi_sil-1991', '1295_STICK') 2
2680 ('gaikundi_sil-1991', '1366_BOY') 2
2681 ('gaikundi_sil-1991', '262_HE_OR_SHE_OR_IT') 3
2682 ('gaikundi_sil-1991', '410_YAM') 2
2683 ('gaikundi_sil-1991', '674_MOUTH') 2
2684 ('gaikundi_sil-1991', '817_THEY') 2
2685 ('gaikundi_sil-1991', '857_STONE') 2
2686 ('gaikundi_sil-1991', '960_WIND') 2
2687 ('gaikundi_sil-1991', '974_TOBACCO') 3
2688 ('gaina_smallhorn-2011', '1035_GOOD') 2
2689 ('gaina_smallhorn-2011', '1202_BIG') 2
2690 ('gaina_smallhorn-2011', '1203_LONG') 3
2691 ('gaina_smallhorn-2011', '1205_TONGUE') 3
2692 ('gaina_smallhorn-2011', '1210_HEAVY') 2
2693 ('gaina_smallhorn-2011', '1216_MOTHER') 2
2694 ('gaina_smallhorn-2011', '1217_FATHER') 2
2695 ('gaina_smallhorn-2011', '1221_NOSE') 3
2696 ('gaina_smallhorn-2011', '1228_EARTH_SOIL') 2
2697 ('gaina_smallhorn-2011', '1231_NEW') 2
2698 ('gaina_smallhorn-2011', '1233_NIGHT') 2
2699 ('gaina_smallhorn-2011', '1246_SMALL') 2
2700 ('gaina_smallhorn-2011', '1247_EAR') 3
2701 ('gaina_smallhorn-2011', '1248_EYE') 3
2702 ('gaina_smallhorn-2011', '1251_BELLY') 2
2703 ('gaina_smallhorn-2011', '1256_HEAD') 4
2704 ('gaina_smallhorn-2011', '1262_BROTHER') 2
2705 ('gaina_smallhorn-2011', '1280_FALL') 2
2706 ('gaina_smallhorn-2011', '1287_COLD') 3
2707 ('gaina_smallhorn-2011', '1313_MOON') 2
2708 ('gaina_smallhorn-2011', '1336_EAT') 2
2709 ('gaina_smallhorn-2011', '1337_PIG') 2
2710 ('gaina_smallhorn-2011', '1339_MORNING') 2
2711 ('gaina_smallhorn-2011', '1343_SUN') 2
2712 ('gaina_smallhorn-2011', '1366_BOY') 2
2713 ('gaina_smallhorn-2011', '1380_TOOTH') 2
2714 ('gaina_smallhorn-2011', '1394_BONE') 2
2715 ('gaina_smallhorn-2011', '1402_BREAST') 2
2716 ('gaina_smallhorn-2011', '1403_BITE') 2
2717 ('gaina_smallhorn-2011', '1408_HEAR') 2
2718 ('gaina_smallhorn-2011', '1409_SEE') 2
2719 ('gaina_smallhorn-2011', '1416_SIT') 2
2720 ('gaina_smallhorn-2011', '1429_FULL') 2
2721 ('gaina_smallhorn-2011', '1430_STAR') 2
2722 ('gaina_smallhorn-2011', '1433_HIT') 2
2723 ('gaina_smallhorn-2011', '1442_STAND') 3
2724 ('gaina_smallhorn-2011', '1482_SHOULDER') 2
2725 ('gaina_smallhorn-2011', '1489_CLOUD') 2
2726 ('gaina_smallhorn-2011', '1554_MAN') 2
2727 ('gaina_smallhorn-2011', '156_RED') 2
2728 ('gaina_smallhorn-2011', '1585_SLEEP') 2
2729 ('gaina_smallhorn-2011', '1629_faceforehead') 3
2730 ('gaina_smallhorn-2011', '1726_WET') 2
2731 ('gaina_smallhorn-2011', '189_HAIR_BODY') 2
2732 ('gaina_smallhorn-2011', '2009_DOG') 2
2733 ('gaina_smallhorn-2011', '2102_BURN') 2
2734 ('gaina_smallhorn-2011', '2103_PAINFUL_OR_SICK') 2
2735 ('gaina_smallhorn-2011', '2108_RAINING_OR_RAIN') 2
2736 ('gaina_smallhorn-2011', '2121_ARM_OR_HAND') 2
2737 ('gaina_smallhorn-2011', '2272_HOT_OR_WARM') 4
2738 ('gaina_smallhorn-2011', '2457_PATH_OR_ROAD') 4
2739 ('gaina_smallhorn-2011', '628_LEAF') 2
2740 ('gaina_smallhorn-2011', '634_MEAT') 2
2741 ('gaina_smallhorn-2011', '639_MOUNTAIN') 2
2742 ('gaina_smallhorn-2011', '646_ASH') 2
2743 ('gaina_smallhorn-2011', '671_SAND') 2
2744 ('gaina_smallhorn-2011', '674_MOUTH') 2
2745 ('gaina_smallhorn-2011', '725_OLD_PERSON') 3
2746 ('gaina_smallhorn-2011', '730_SNAKE') 2
2747 ('gaina_smallhorn-2011', '744_EGG') 2
2748 ('gaina_smallhorn-2011', '763_SKIN') 4
2749 ('gaina_smallhorn-2011', '778_SMOKE_EXHAUST') 2
2750 ('gaina_smallhorn-2011', '834_BUTTOCKS') 2
2751 ('gaina_smallhorn-2011', '857_STONE') 3
2752 ('gaina_smallhorn-2011', '867_backofhand') 2
2753 ('gaina_smallhorn-2011', '868_BANANA') 2
2754 ('gaina_smallhorn-2011', '937_BIRD') 2
2755 ('gaina_smallhorn-2011', '946_BLOOD') 2
2756 ('gaina_smallhorn-2011', '948_WATER') 2
2757 ('gaina_smallhorn-2011', '960_WIND') 2
2758 ('gaina_smallhorn-2011', '962_WOMAN') 3
2759 ('gal_zgraggen-1980-mabuso', '1035_GOOD') 2
2760 ('gal_zgraggen-1980-mabuso', '1220_TAIL') 2
2761 ('gal_zgraggen-1980-mabuso', '1268_YES') 2
2762 ('gal_zgraggen-1980-mabuso', '1318_CHICKEN') 2
2763 ('gal_zgraggen-1980-mabuso', '1352_KNIFE') 2
2764 ('gal_zgraggen-1980-mabuso', '1442_STAND') 2
2765 ('gal_zgraggen-1980-mabuso', '1447_GIVE') 2
2766 ('gal_zgraggen-1980-mabuso', '175_BLOW_OF_WIND') 2
2767 ('gal_zgraggen-1980-mabuso', '1857_CROCODILE') 2
2768 ('gal_zgraggen-1980-mabuso', '189_HAIR_BODY') 2
2769 ('gal_zgraggen-1980-mabuso', '1942_NEAR') 2
2770 ('gal_zgraggen-1980-mabuso', '2092_HIS_OR_HER') 2
2771 ('gal_zgraggen-1980-mabuso', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
2772 ('gal_zgraggen-1980-mabuso', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
2773 ('gal_zgraggen-1980-mabuso', '2708_TALK') 2
2774 ('gal_zgraggen-1980-mabuso', '351_TARO') 2
2775 ('gal_zgraggen-1980-mabuso', '410_YAM') 2
2776 ('gal_zgraggen-1980-mabuso', '470_POSSUM') 2
2777 ('gal_zgraggen-1980-mabuso', '646_ASH') 2
2778 ('gal_zgraggen-1980-mabuso', '677_AXE') 2
2779 ('gal_zgraggen-1980-mabuso', '700_CARRY') 2
2780 ('gal_zgraggen-1980-mabuso', '725_OLD_PERSON') 2
2781 ('gal_zgraggen-1980-mabuso', '763_SKIN') 2
2782 ('gal_zgraggen-1980-mabuso', '908_DRUM') 2
2783 ('gal_zgraggen-1980-mabuso', '945_SPEAR') 2
2784 ('gal_zgraggen-1980-mabuso', '970_COCONUT') 2
2785 ('gal_zgraggen-1980-mabuso', '977_ARROW') 3
2786 ('ganglau_zgraggen-1980-raicoast', '1198_MANY') 2
2787 ('ganglau_zgraggen-1980-raicoast', '1203_LONG') 2
2788 ('ganglau_zgraggen-1980-raicoast', '1210_HEAVY') 2
2789 ('ganglau_zgraggen-1980-raicoast', '1220_TAIL') 2
2790 ('ganglau_zgraggen-1980-raicoast', '1236_WHAT') 2
2791 ('ganglau_zgraggen-1980-raicoast', '1268_YES') 3
2792 ('ganglau_zgraggen-1980-raicoast', '1318_CHICKEN') 2
2793 ('ganglau_zgraggen-1980-raicoast', '1336_EAT') 3
2794 ('ganglau_zgraggen-1980-raicoast', '1442_STAND') 2
2795 ('ganglau_zgraggen-1980-raicoast', '1447_GIVE') 2
2796 ('ganglau_zgraggen-1980-raicoast', '1453_WASH') 2
2797 ('ganglau_zgraggen-1980-raicoast', '156_RED') 2
2798 ('ganglau_zgraggen-1980-raicoast', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
2799 ('ganglau_zgraggen-1980-raicoast', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
2800 ('ganglau_zgraggen-1980-raicoast', '2708_TALK') 2
2801 ('ganglau_zgraggen-1980-raicoast', '410_YAM') 2
2802 ('ganglau_zgraggen-1980-raicoast', '470_POSSUM') 2
2803 ('ganglau_zgraggen-1980-raicoast', '503_FROG') 2
2804 ('ganglau_zgraggen-1980-raicoast', '677_AXE') 2
2805 ('ganglau_zgraggen-1980-raicoast', '695_GO') 2
2806 ('ganglau_zgraggen-1980-raicoast', '700_CARRY') 2
2807 ('ganglau_zgraggen-1980-raicoast', '725_OLD_PERSON') 2
2808 ('ganglau_zgraggen-1980-raicoast', '908_DRUM') 2
2809 ('ganglau_zgraggen-1980-raicoast', '970_COCONUT') 3
2810 ('ganglau_zgraggen-1980-raicoast', '977_ARROW') 4
2811 ('garus_zgraggen-1980-mabuso', '1217_FATHER') 2
2812 ('garus_zgraggen-1980-mabuso', '1220_TAIL') 3
2813 ('garus_zgraggen-1980-mabuso', '1256_HEAD') 2
2814 ('garus_zgraggen-1980-mabuso', '1313_MOON') 3
2815 ('garus_zgraggen-1980-mabuso', '1318_CHICKEN') 2
2816 ('garus_zgraggen-1980-mabuso', '1402_BREAST') 2
2817 ('garus_zgraggen-1980-mabuso', '1403_BITE') 2
2818 ('garus_zgraggen-1980-mabuso', '1408_HEAR') 2
2819 ('garus_zgraggen-1980-mabuso', '1416_SIT') 2
2820 ('garus_zgraggen-1980-mabuso', '1442_STAND') 2
2821 ('garus_zgraggen-1980-mabuso', '1447_GIVE') 2
2822 ('garus_zgraggen-1980-mabuso', '1453_WASH') 2
2823 ('garus_zgraggen-1980-mabuso', '1509_MOSQUITO') 2
2824 ('garus_zgraggen-1980-mabuso', '1646_GIRL') 2
2825 ('garus_zgraggen-1980-mabuso', '175_BLOW_OF_WIND') 2
2826 ('garus_zgraggen-1980-mabuso', '2092_HIS_OR_HER') 3
2827 ('garus_zgraggen-1980-mabuso', '2103_PAINFUL_OR_SICK') 2
2828 ('garus_zgraggen-1980-mabuso', '2121_ARM_OR_HAND') 2
2829 ('garus_zgraggen-1980-mabuso', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
2830 ('garus_zgraggen-1980-mabuso', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
2831 ('garus_zgraggen-1980-mabuso', '2708_TALK') 2
2832 ('garus_zgraggen-1980-mabuso', '410_YAM') 2
2833 ('garus_zgraggen-1980-mabuso', '677_AXE') 2
2834 ('garus_zgraggen-1980-mabuso', '695_GO') 2
2835 ('garus_zgraggen-1980-mabuso', '700_CARRY') 3
2836 ('garus_zgraggen-1980-mabuso', '725_OLD_PERSON') 2
2837 ('garus_zgraggen-1980-mabuso', '908_DRUM') 2
2838 ('garus_zgraggen-1980-mabuso', '945_SPEAR') 2
2839 ('garus_zgraggen-1980-mabuso', '946_BLOOD') 2
2840 ('garus_zgraggen-1980-mabuso', '970_COCONUT') 2
2841 ('garus_zgraggen-1980-mabuso', '977_ARROW') 5
2842 ('gavak_zgraggen-1980-nadelbert', '1035_GOOD') 2
2843 ('gavak_zgraggen-1980-nadelbert', '1217_FATHER') 3
2844 ('gavak_zgraggen-1980-nadelbert', '1220_TAIL') 3
2845 ('gavak_zgraggen-1980-nadelbert', '1318_CHICKEN') 2
2846 ('gavak_zgraggen-1980-nadelbert', '1333_NECK') 2
2847 ('gavak_zgraggen-1980-nadelbert', '1343_SUN') 2
2848 ('gavak_zgraggen-1980-nadelbert', '1352_KNIFE') 2
2849 ('gavak_zgraggen-1980-nadelbert', '1403_BITE') 3
2850 ('gavak_zgraggen-1980-nadelbert', '1409_SEE') 3
2851 ('gavak_zgraggen-1980-nadelbert', '1417_KILL') 2
2852 ('gavak_zgraggen-1980-nadelbert', '1418_DIG') 2
2853 ('gavak_zgraggen-1980-nadelbert', '1432_CUT') 2
2854 ('gavak_zgraggen-1980-nadelbert', '1442_STAND') 3
2855 ('gavak_zgraggen-1980-nadelbert', '1447_GIVE') 5
2856 ('gavak_zgraggen-1980-nadelbert', '1453_WASH') 2
2857 ('gavak_zgraggen-1980-nadelbert', '146_SUGAR_CANE') 2
2858 ('gavak_zgraggen-1980-nadelbert', '1489_CLOUD') 3
2859 ('gavak_zgraggen-1980-nadelbert', '1509_MOSQUITO') 2
2860 ('gavak_zgraggen-1980-nadelbert', '1807_AFTERNOON') 2
2861 ('gavak_zgraggen-1980-nadelbert', '1857_CROCODILE') 2
2862 ('gavak_zgraggen-1980-nadelbert', '2304_THEE_OBLIQUE_CASE_OF_YOU') 2
2863 ('gavak_zgraggen-1980-nadelbert', '2312_YOU_OBLIQUE_CASE_OF_YOU') 2
2864 ('gavak_zgraggen-1980-nadelbert', '2708_TALK') 4
2865 ('gavak_zgraggen-1980-nadelbert', '323_FAT_ORGANIC_SUBSTANCE') 2
2866 ('gavak_zgraggen-1980-nadelbert', '343_VINE') 2
2867 ('gavak_zgraggen-1980-nadelbert', '351_TARO') 2
