#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.base.inference.CompoundDistribution">
#    <distribution id="prior" spec="beast.base.inference.CompoundDistribution">
#        <distribution id="YuleModel.t:tree" spec="beast.base.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:tree" lower="0.0" name="birthDiffRate" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.001</parameter>
#            <tree id="Tree.t:tree" spec="beast.base.evolution.tree.Tree">
#                <taxonset id="TaxonSet.transnewguinea_tng_combined" spec="beast.base.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="bcov_alpha_prior.s:transnewguinea_tng_combined" name="distribution">
#            <parameter id="bcov_alpha.s:transnewguinea_tng_combined" lower="1.0E-4" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <Uniform id="Uniform.1" name="distr"/>
#        </prior>
#        <prior id="bcov_s_prior.s:transnewguinea_tng_combined" name="distribution">
#            <parameter id="bcov_s.s:transnewguinea_tng_combined" lower="1.0E-4" name="x" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5</parameter>
#            <Gamma id="Gamma.0" name="distr">
#                <alpha id="Function$Constant.0" spec="beast.base.core.Function$Constant" value="0.05"/>
#                <beta id="Function$Constant.1" spec="beast.base.core.Function$Constant" value="10.0"/>
#            </Gamma>
#        </prior>
#        <prior id="YuleBirthRatePrior.t:tree" name="distribution" x="@birthRate.t:tree">
#            <Exponential id="Exponential.1" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="mean" spec="beast.base.inference.parameter.RealParameter">0.01</parameter>
#            </Exponential>
#        </prior>
#        <prior id="GammaShapePrior.s:transnewguinea_tng_combined" name="distribution">
#            <parameter id="gammaShape.s:transnewguinea_tng_combined" name="x" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            <Exponential id="Exponential.0" name="distr">
#                <mean id="Function$Constant.2" spec="beast.base.core.Function$Constant" value="1.0"/>
#            </Exponential>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.base.inference.CompoundDistribution" useThreads="true">
#        <distribution id="treeLikelihood.transnewguinea_tng_combined" spec="beast.base.evolution.likelihood.TreeLikelihood" tree="@Tree.t:tree" useAmbiguities="true">
#            <data ascertained="true" data="@transnewguinea_tng_combined" excludeto="1" filter="-" id="orgdata.transnewguinea_tng_combined" spec="beast.base.evolution.alignment.FilteredAlignment">
#                <userDataType id="TwoStateCovarion.0" spec="beast.base.evolution.datatype.TwoStateCovarion"/>
#            </data>
#            <siteModel gammaCategoryCount="4" id="SiteModel.s:transnewguinea_tng_combined" shape="@gammaShape.s:transnewguinea_tng_combined" spec="beast.base.evolution.sitemodel.SiteModel">
#                <parameter id="mutationRate.s:transnewguinea_tng_combined" name="mutationRate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:transnewguinea_tng_combined" lower="0.0" name="proportionInvariant" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel alpha="@bcov_alpha.s:transnewguinea_tng_combined" id="covarion" spec="beast.base.evolution.substitutionmodel.BinaryCovarion" switchRate="@bcov_s.s:transnewguinea_tng_combined">
#                    <parameter dimension="2" id="frequencies.s:transnewguinea_tng_combined" lower="0.0" name="vfrequencies" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.1 0.9</parameter>
#                    <parameter dimension="2" estimate="false" id="hiddenfrequencies.s:transnewguinea_tng_combined" lower="0.0" name="hfrequencies" spec="beast.base.inference.parameter.RealParameter" upper="1.0">0.5 0.5</parameter>
#                    <frequencies data="@transnewguinea_tng_combined" estimate="false" id="dummyfrequencies.s:transnewguinea_tng_combined" spec="beast.base.evolution.substitutionmodel.Frequencies"/>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="StrictClock.c:clock" spec="beast.base.evolution.branchratemodel.StrictClockModel">
#                <parameter estimate="false" id="clockRate.c:clock" name="clock.rate" spec="beast.base.inference.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood.transnewguinea_tng_combined	Tree.t:tree.height	Tree.t:tree.treeLength	mutationRate.s:transnewguinea_tng_combined	bcov_alpha.s:transnewguinea_tng_combined	bcov_s.s:transnewguinea_tng_combined	YuleModel.t:tree	birthRate.t:tree	frequencies.s:transnewguinea_tng_combined.1	frequencies.s:transnewguinea_tng_combined.2	gammaShape.s:transnewguinea_tng_combined
210000	-161660.01457246876	-161533.46548720388	-126.54908526488967	-161533.46548720388	0.09703895680826403	5.525227943187501	1.0	0.015318240630474999	0.10597813630350349	-8.744571688791636	0.9888649590468366	0.9805420824767205	0.019457917523279324	22.5608779321316
220000	-161636.19175082466	-161511.34714340555	-124.84460741909422	-161511.34714340555	0.0991001395004029	5.445025230837102	1.0	0.011523115835995796	0.10191554669418312	-6.555210715025163	0.996146807120883	0.9806729363412707	0.019327063658729066	22.355116410729558
230000	-161590.45291819162	-161466.82039610928	-123.63252208232501	-161466.82039610928	0.0914613082732011	5.262158746657302	1.0	0.012153873751054489	0.09991102456273704	-6.342343262229976	0.9962531079818	0.9811757014647513	0.018824298535248543	21.364340131006816
240000	-161619.80494927967	-161497.23431253986	-122.57063673981322	-161497.23431253986	0.08674321241159288	5.291728515586655	1.0	0.0053967135588173865	0.10230848107290341	-6.14300153869492	0.9970456469219017	0.9809781032485257	0.019021896751473998	20.399775961353825
250000	-161583.54866222068	-161455.957963006	-127.59069921468792	-161455.957963006	0.08449546799920803	5.335819168616132	1.0	0.01724799156548582	0.10230848107290341	-7.013158247006531	0.9941863864419123	0.9810405664788434	0.018959433521156314	24.835607775915857
260000	-161588.1972225747	-161467.4966477185	-120.70057485618719	-161467.4966477185	0.09706347757041184	5.5279511987378065	1.0	0.012615340761198338	0.10430185058494322	-6.170688297723813	0.997766720841289	0.9802340962600475	0.019765903739952184	18.41138888507949
270000	-161595.17152107702	-161478.16955549415	-117.00196558286858	-161478.16955549415	0.0868046083607147	5.2093174802120075	1.0	0.00764411604088101	0.1042690689745558	-5.294882480453103	0.9997027282098052	0.981399151535264	0.018600848464735666	15.395286598070996
280000	-161594.773751164	-161465.50206087081	-129.2716902931938	-161465.50206087081	0.11242652509999032	5.460425072190877	1.0	0.013374451299505562	0.10495177860864036	-10.479428941616536	0.9826992794809879	0.9811524231159996	0.018847576884000176	24.174541527280414
290000	-161610.8710376919	-161488.12756271235	-122.7434749795397	-161488.12756271235	0.08671131559731156	5.38804569922789	1.0	0.01565587084362345	0.09479747796082014	-6.5657413899236525	0.9959137898757002	0.9810784547842877	0.01892154521571214	20.336248434707255
300000	-161566.8027375246	-161446.3015241771	-120.50121334747354	-161446.3015241771	0.09813732272860305	5.304103280672331	1.0	0.010643299398315804	0.09704879560104687	-7.070200491650263	0.9938803842384647	0.9813816563048358	0.018618343695164005	17.770345593258018
310000	-161616.2223360354	-161494.30792292205	-121.91441311333753	-161494.30792292205	0.09284200044169527	5.378512731293873	1.0	0.009880292193190886	0.09704879560104687	-5.599602577298856	0.9992316175384878	0.9812602161399931	0.018739783860006624	20.119019943471116
320000	-161597.10942325625	-161474.03364818107	-123.07577507516604	-161474.03364818107	0.0863784991553629	5.3294087452823495	1.0	0.013592447718660545	0.1047285839304606	-6.526537327531311	0.9958473501172536	0.9810181828284661	0.01898181717153353	20.61875563871501
330000	-161609.37918916246	-161484.9187956202	-124.46039354224555	-161484.9187956202	0.10284468684843011	5.22108440779225	1.0	0.010033661688893263	0.10211970737145794	-6.767053664105315	0.9946425909755238	0.9813354898567703	0.01866451014322925	21.907559614678952
340000	-161605.73359162814	-161477.82417059853	-127.90942102960537	-161477.82417059853	0.10687804721286102	5.337408586451732	1.0	0.009106900801838989	0.09977547055062265	-5.431529091501879	0.9996728638818666	0.9810484367603536	0.01895156323964598	26.211380999492338
350000	-161603.5713708422	-161483.1426160712	-120.4287547709925	-161483.1426160712	0.11281682600067326	5.470812600483569	1.0	0.018372431411426696	0.09242116568029513	-5.660390752774743	0.999340886113625	0.9811786721189446	0.01882132788105509	18.608524318297775
360000	-161617.8757957287	-161498.6665491757	-119.20924655301452	-161498.6665491757	0.1071322794007563	5.558309759733682	1.0	0.00900630286870525	0.09796342249744389	-6.117857305198758	0.9980552828865192	0.9809403758543009	0.019059624145698763	17.004229401515392
370000	-161586.0866175148	-161462.50755394436	-123.57906357043713	-161462.50755394436	0.08899420248284505	5.401850692429198	1.0	0.009950148105384655	0.09796342249744389	-7.545317356488192	0.9925752292503142	0.9811142914588937	0.01888570854110588	20.49459173126908
380000	-161616.32634078755	-161493.19394622406	-123.13239456348316	-161493.19394622406	0.09284254056788264	5.383956352145939	1.0	0.008261901652540104	0.09700374269241435	-5.4842137366944455	0.9996514812439817	0.9810154126909877	0.018984587309012032	21.410849489334943
390000	-161624.6306302708	-161502.42596386283	-122.2046664079711	-161502.42596386283	0.10588778272800879	5.478758124237304	1.0	0.00829744142271953	0.10371367032596888	-8.714659393964169	0.9888098060488011	0.9805759902276069	0.019424009772392937	18.272632051770984
400000	-161599.83778666993	-161474.55717699722	-125.2806096727179	-161474.55717699722	0.09360240980635463	5.477402199889014	1.0	0.006353677591941422	0.10495455772050832	-6.506263270390253	0.9964281501613258	0.9808728751092906	0.019127124890709394	22.783714076520532
410000	-161607.14652618245	-161483.64288346624	-123.50364271620509	-161483.64288346624	0.12002601866578967	5.526160730383796	1.0	0.006381020962967049	0.10102869614362686	-7.733938289358474	0.9923500512030529	0.9808542480364483	0.01914575196355174	20.223491315362015
420000	-161582.03985822748	-161458.771532972	-123.26832525547572	-161458.771532972	0.08643113215525675	5.3788003088308445	1.0	0.0070148835432734015	0.102609235765183	-6.392471365635482	0.9964819920972408	0.9809090358198759	0.019090964180124084	20.901541453263945
430000	-161602.85017982495	-161479.4919238373	-123.3582559876454	-161479.4919238373	0.08437445251518835	5.479694425964252	1.0	0.012734914819764253	0.10225767486094318	-9.082917572982096	0.987547605807841	0.9806066994651644	0.01939330053483572	19.197760252435558
440000	-161597.81682071518	-161468.87924842292	-128.93757229226014	-161468.87924842292	0.10460479773246927	5.406327124577188	1.0	0.016629576110651606	0.09972060361181524	-5.619371482751939	0.9992594969706325	0.9809217073657308	0.019078292634269346	27.093554601284882
450000	-161568.84170446187	-161445.37058999666	-123.4711144652034	-161445.37058999666	0.0922855137812395	5.434736487028203	1.0	0.014526883502054503	0.09943761513788618	-6.089009336681522	0.9977274199374885	0.9807853733798583	0.01921462662014178	21.313394677789045
460000	-161584.8515451201	-161464.25461849978	-120.59692662032285	-161464.25461849978	0.09219126059477604	5.20810231042521	1.0	0.0058660087538900275	0.09937603406603844	-5.285103676128375	0.999732477252913	0.9810156290710993	0.018984370928900693	19.043201431130726
470000	-161595.6032804778	-161474.38864186418	-121.21463861363215	-161474.38864186418	0.08738928619359543	5.440434169486096	1.0	0.00766429143844439	0.09905488889573437	-5.493620361378536	0.9998150602974157	0.98068764145432	0.01931235854567989	19.447245555647836
480000	-161620.89812917987	-161494.45898896325	-126.43914021661978	-161494.45898896325	0.10652383371160341	5.575398312551817	1.0	0.007069116628100677	0.09905488889573437	-5.687994290635528	0.9996083372874138	0.9807618565942096	0.019238143405790258	24.498045530378672
490000	-161627.46791510837	-161498.44988480335	-129.01803030501867	-161498.44988480335	0.09627680471178722	5.455000012626053	1.0	0.009863279677758297	0.09933173804079108	-6.009993174149776	0.9980717878139951	0.9807967894218653	0.019203210578134546	26.905912540154528
500000	-161588.0864951645	-161465.8410484256	-122.24544673891728	-161465.8410484256	0.09256498391049135	5.374278712639464	1.0	0.013398155016466233	0.09933173804079108	-6.4551941358213085	0.9962491215035005	0.9814374567491901	0.01856254325080975	19.870394643431034
510000	-161598.34975682138	-161475.41581717113	-122.93393965023296	-161475.41581717113	0.09547822338485419	5.184274579750292	1.0	0.012218089270043867	0.09297115964940389	-6.524273014831352	0.9953552639145278	0.9814920401082511	0.018507959891748978	20.64269750622961
520000	-161596.3312905616	-161471.3923256947	-124.9389648668805	-161471.3923256947	0.09001755233845413	5.253734708939287	1.0	0.007599665221211371	0.10317841383611898	-5.923230851979666	0.9976760646555461	0.9811159169271303	0.018884083072869793	22.916702273513927
530000	-161587.99588335265	-161458.84907814066	-129.14680521200304	-161458.84907814066	0.08452363280472978	5.26958854152094	1.0	0.009667949977814082	0.10299424823708402	-6.051583787090686	0.9972859519514464	0.9809364001653125	0.019063599834687688	27.03691656316732
540000	-161598.0970131003	-161469.9325479722	-128.1644651281295	-161469.9325479722	0.1126760502173473	5.359060946106721	1.0	0.013319901240149985	0.10267658558800138	-7.45927470678319	0.9927255710600089	0.9811003180102817	0.018899681989718295	25.105890004722855
550000	-161586.49024754434	-161460.83126408607	-125.65898345826079	-161460.83126408607	0.10198521784257471	5.38728515391521	1.0	0.014849770563317499	0.10267658558800138	-8.1301881721453	0.9905093785613551	0.9813840202789271	0.018615979721072956	22.151114119357423
560000	-161595.9807532645	-161472.30593144058	-123.67482182392395	-161472.30593144058	0.09216936254924386	5.252865684609408	1.0	0.018468264903734793	0.1002356192626879	-6.711947278443193	0.9949423597768208	0.981527118385558	0.0184728816144422	21.1649968244037
570000	-161583.9688861765	-161460.30112464988	-123.66776152660974	-161460.30112464988	0.08575045098778859	5.3354793910715	1.0	0.014668707077902993	0.10211158341644955	-6.315459395823705	0.9965992266233566	0.9809517858492266	0.01904821415077351	21.37093469353445
580000	-161599.37755675596	-161473.84976487135	-125.527791884604	-161473.84976487135	0.0925965317098389	5.374750270351131	1.0	0.01248746407761934	0.10055115586927044	-6.173318885978239	0.9972275020274692	0.9808829231589518	0.019117076841048512	23.32506364457238
590000	-161639.89522019026	-161517.1230925162	-122.77212767404947	-161517.1230925162	0.09420530625157474	5.47726231936311	1.0	0.013555054727197327	0.09675741662895408	-11.745815710223154	0.9784384007649999	0.9805772437574846	0.01942275624251596	16.91272875367944
600000	-161601.39206687576	-161481.59023043633	-119.80183643942672	-161481.59023043633	0.08746363588055008	5.3556478529044105	1.0	0.011546088045021774	0.10155325504191445	-5.69646291753581	0.9988158659074726	0.9810452175813277	0.018954782418672888	17.907606676912998
610000	-161612.56674309578	-161484.99702351593	-127.56971957984548	-161484.99702351593	0.11257001567655653	5.541968226142776	1.0	0.011277776454225251	0.10185626693173506	-5.922928543964986	0.9986756218614675	0.9808721992371957	0.019127800762804795	25.46018793017512
620000	-161583.42955514608	-161458.34195272543	-125.08760242065013	-161458.34195272543	0.09212935324522252	5.306620726905486	1.0	0.006282853871401187	0.10781460454185261	-5.820792399720355	0.9982144044334921	0.9810613913240128	0.018938608675987848	23.071724891393885
630000	-161586.36722415767	-161460.61357436224	-125.75364979542908	-161460.61357436224	0.09630328155745875	5.247716941618225	1.0	0.007180455971332121	0.1017332873751212	-6.945530388470979	0.9941174267139261	0.980898038561109	0.0191019614388916	23.078495821106863
640000	-161602.32085813105	-161478.9696928457	-123.35116528532409	-161478.9696928457	0.08828518853055725	5.3089987420800515	1.0	0.011114270083091404	0.09756894766192108	-6.221562059024486	0.9968330920668765	0.9813389283228565	0.018661071677144057	21.168535050751103
650000	-161622.16136608543	-161489.77039085652	-132.3909752289103	-161489.77039085652	0.10477897702736019	5.477307985738455	1.0	0.010635872115655467	0.09986231882066395	-6.349616361416954	0.9969708082368627	0.9809268994776623	0.019073100522338335	30.044218253002118
660000	-161615.42969638706	-161484.38396315995	-131.04573322710783	-161484.38396315995	0.08741309543095115	5.329941038512497	1.0	0.00856619033565565	0.10011860949161508	-8.958796235384474	0.9874660370078997	0.9813381086567607	0.01866189134323985	27.037812876156995
670000	-161586.84626739626	-161466.17617106624	-120.67009633001298	-161466.17617106624	0.08759146276820948	5.299363942656039	1.0	0.011073050462832634	0.10295559630732351	-7.732643440305308	0.9915786383112779	0.9809662014247952	0.01903379857520537	17.450239842376835
680000	-161600.8044236596	-161477.8835195511	-122.92090410848661	-161477.8835195511	0.08288931115545602	5.278768826077866	1.0	0.016095943016129342	0.09379099254953147	-6.160492821727465	0.9969402686710745	0.9810982005111313	0.018901799488869348	20.826519183729072
690000	-161617.35846196674	-161494.8628931672	-122.49556879952047	-161494.8628931672	0.09683964528676066	5.402947849620822	1.0	0.014390961847433657	0.0982892091180059	-6.197283381081203	0.9972419083004911	0.9806350723343291	0.01936492766567137	20.28927637897212
700000	-161594.9080303079	-161466.1638931454	-128.74413716251274	-161466.1638931454	0.08827754015736625	5.397521176757431	1.0	0.013349773100230364	0.10036575547385097	-5.849029095718017	0.9984313519925462	0.9813661583033689	0.018633841696631504	26.74708552258079
710000	-161575.6682812673	-161451.37535071524	-124.29293055207171	-161451.37535071524	0.10870067956565832	5.4221847587353675	1.0	0.01156829001944085	0.10399069930916478	-10.000397322379525	0.9842084816828486	0.9812788626461909	0.018721137353809394	19.532728844644495
720000	-161583.85309341687	-161460.2030252983	-123.65006811857063	-161460.2030252983	0.10651063140066476	5.5320867269322775	1.0	0.01246765916016727	0.10158502751753949	-8.897512125199242	0.9883624258567139	0.9808579454285634	0.019142054571436893	19.599832800803064
730000	-161578.75364354884	-161459.8453857797	-118.90825776911812	-161459.8453857797	0.09040349325664498	5.318261592894799	1.0	0.008244363756133162	0.10485174242149323	-6.255203423416641	0.9967485261311481	0.9805507161442597	0.019449283855740764	16.63132579699565
740000	-161593.4816487056	-161464.44619115454	-129.03545755106282	-161464.44619115454	0.08584513094909647	5.355682014917218	1.0	0.00779773643393443	0.10719250308028022	-5.7690274989554196	0.9985640490970413	0.9809756788313081	0.01902432116869254	27.041940140788263
750000	-161596.336298933	-161472.69145530538	-123.64484362762104	-161472.69145530538	0.0908291260094731	5.3219508066345105	1.0	0.008267212113608759	0.10126149297492802	-8.053811114142949	0.9905495286452031	0.9811174252289308	0.01888257477106995	20.22266184509214
760000	-161605.60079357002	-161481.74378585786	-123.85700771216247	-161481.74378585786	0.09236185657337152	5.403682977346488	1.0	0.018941239581197197	0.0979707932578942	-7.380484025687741	0.9931504814066393	0.9812439848112766	0.01875601518872402	20.879771775847487
